factgrid-ubs_combining_criteria	wiki_combining_criteria	factgrid_id	ubs_id	wiki_id	factgrid_name	ubs_name	wiki_name	factgrid_desc	ubs_desc	wiki_desc	factgrid_ref	ubs_ref
name, but ref swapped	both names	Q167605	ID_1260ot	Q282220	Judah	Judah	Judah	male biblical protagonist (Ezra 10:23)	son of Jacob; founder of tribe of Israel	figure in the Hebrew Bible	Ezra 10:23	[(1, 1, 29, 1), (1, 1, 35, 1), (1, 1, 37, 1), (1, 1, 38, 1), (1, 1, 38, 1), (1, 1, 38, 1), (1, 1, 38, 1), (1, 1, 38, 1), (1, 1, 38, 1), (1, 1, 38, 1), (1, 1, 38, 1), (1, 1, 38, 1), (1, 1, 38, 1), (1, 1, 38, 1), (1, 1, 38, 1), (1, 1, 38, 1), (1, 1, 38, 1), (1, 1, 38, 1), (1, 1, 43, 1), (1, 1, 43, 1), (1, 1, 44, 1), (1, 1, 44, 1), (1, 1, 44, 1), (1, 1, 46, 1), (1, 1, 46, 1), (1, 1, 49, 1), (1, 1, 49, 1), (1, 1, 49, 1), (2, 1, 1, 1), (2, 1, 31, 1), (2, 1, 35, 1), (2, 1, 38, 1), (4, 1, 1, 1), (4, 1, 1, 1), (4, 1, 1, 1), (4, 1, 2, 1), (4, 1, 2, 1), (4, 1, 2, 1), (4, 1, 7, 1), (4, 1, 10, 1), (4, 1, 13, 1), (4, 1, 26, 1), (4, 1, 26, 1), (4, 1, 26, 1), (4, 1, 34, 1), (5, 1, 27, 1), (5, 1, 33, 1), (5, 1, 33, 1), (5, 1, 34, 1), (6, 1, 7, 1), (6, 1, 7, 1), (6, 1, 7, 1), (6, 1, 7, 1), (6, 1, 11, 1), (6, 1, 14, 1), (6, 1, 15, 1), (6, 1, 15, 1), (6, 1, 15, 1), (6, 1, 15, 1), (6, 1, 15, 1), (6, 1, 15, 1), (6, 1, 15, 1), (6, 1, 18, 1), (6, 1, 18, 1), (6, 1, 18, 1), (6, 1, 19, 1), (6, 1, 19, 1), (6, 1, 19, 1), (6, 1, 19, 1), (6, 1, 20, 1), (6, 1, 21, 1), (6, 1, 21, 1), (6, 1, 21, 1), (7, 1, 1, 1), (7, 1, 1, 1), (7, 1, 1, 1), (7, 1, 1, 1), (7, 1, 1, 1), (7, 1, 1, 1), (7, 1, 1, 1), (7, 1, 1, 1), (7, 1, 1, 1), (7, 1, 1, 1), (7, 1, 1, 1), (7, 1, 10, 1), (7, 1, 15, 1), (7, 1, 15, 1), (7, 1, 15, 1), (7, 1, 17, 1), (7, 1, 17, 1), (7, 1, 17, 1), (7, 1, 17, 1), (7, 1, 18, 1), (7, 1, 19, 1), (7, 1, 19, 1), (7, 1, 19, 1), (7, 1, 19, 1), (7, 1, 20, 1), (8, 1, 1, 1), (8, 1, 1, 1), (8, 1, 1, 1), (8, 1, 4, 1), (9, 1, 11, 1), (9, 1, 15, 1), (9, 1, 17, 1), (9, 1, 17, 1), (9, 1, 17, 1), (9, 1, 18, 1), (9, 1, 22, 1), (9, 1, 23, 1), (9, 1, 23, 1), (9, 1, 27, 1), (9, 1, 27, 1), (9, 1, 30, 1), (9, 1, 30, 1), (9, 1, 30, 1), (10, 1, 1, 1), (10, 1, 2, 1), (10, 1, 2, 1), (10, 1, 2, 1), (10, 1, 2, 1), (10, 1, 2, 1), (10, 1, 2, 1), (10, 1, 3, 1), (10, 1, 3, 1), (10, 1, 5, 1), (10, 1, 5, 1), (10, 1, 6, 1), (10, 1, 11, 1), (10, 1, 12, 1), (10, 1, 19, 1), (10, 1, 19, 1), (10, 1, 19, 1), (10, 1, 19, 1), (10, 1, 19, 1), (10, 1, 19, 1), (10, 1, 19, 1), (10, 1, 19, 1), (10, 1, 19, 1), (10, 1, 20, 1), (10, 1, 20, 1), (10, 1, 20, 1), (10, 1, 21, 1), (10, 1, 24, 1), (10, 1, 24, 1), (10, 1, 24, 1), (11, 1, 1, 1), (11, 1, 1, 1), (11, 1, 2, 1), (11, 1, 4, 1), (11, 1, 5, 1), (11, 1, 12, 1), (11, 1, 12, 1), (11, 1, 12, 1), (11, 1, 12, 1), (11, 1, 12, 1), (11, 1, 12, 1), (11, 1, 12, 1), (11, 1, 12, 1), (11, 1, 13, 1), (11, 1, 13, 1), (11, 1, 13, 1), (11, 1, 13, 1), (11, 1, 14, 1), (11, 1, 14, 1), (11, 1, 14, 1), (11, 1, 15, 1), (11, 1, 15, 1), (11, 1, 15, 1), (11, 1, 15, 1), (11, 1, 15, 1), (11, 1, 15, 1), (11, 1, 15, 1), (11, 1, 15, 1), (11, 1, 15, 1), (11, 1, 15, 1), (11, 1, 16, 1), (11, 1, 16, 1), (11, 1, 16, 1), (11, 1, 16, 1), (11, 1, 16, 1), (11, 1, 19, 1), (11, 1, 22, 1), (11, 1, 22, 1), (11, 1, 22, 1), (11, 1, 22, 1), (11, 1, 22, 1), (11, 1, 22, 1), (12, 1, 1, 1), (12, 1, 3, 1), (12, 1, 3, 1), (12, 1, 3, 1), (12, 1, 3, 1), (12, 1, 8, 1), (12, 1, 8, 1), (12, 1, 8, 1), (12, 1, 8, 1), (12, 1, 8, 1), (12, 1, 8, 1), (12, 1, 8, 1), (12, 1, 8, 1), (12, 1, 9, 1), (12, 1, 9, 1), (12, 1, 9, 1), (12, 1, 9, 1), (12, 1, 10, 1), (12, 1, 12, 1), (12, 1, 12, 1), (12, 1, 12, 1), (12, 1, 13, 1), (12, 1, 13, 1), (12, 1, 13, 1), (12, 1, 14, 1), (12, 1, 14, 1), (12, 1, 14, 1), (12, 1, 14, 1), (12, 1, 14, 1), (12, 1, 14, 1), (12, 1, 14, 1), (12, 1, 14, 1), (12, 1, 14, 1), (12, 1, 14, 1), (12, 1, 14, 1), (12, 1, 14, 1), (12, 1, 14, 1), (12, 1, 14, 1), (12, 1, 14, 1), (12, 1, 14, 1), (12, 1, 14, 1), (12, 1, 14, 1), (12, 1, 15, 1), (12, 1, 15, 1), (12, 1, 15, 1), (12, 1, 15, 1), (12, 1, 15, 1), (12, 1, 15, 1), (12, 1, 15, 1), (12, 1, 15, 1), (12, 1, 15, 1), (12, 1, 15, 1), (12, 1, 16, 1), (12, 1, 16, 1), (12, 1, 17, 1), (12, 1, 17, 1), (12, 1, 17, 1), (12, 1, 17, 1), (12, 1, 18, 1), (12, 1, 18, 1), (12, 1, 18, 1), (12, 1, 18, 1), (12, 1, 18, 1), (12, 1, 18, 1), (12, 1, 18, 1), (12, 1, 19, 1), (12, 1, 19, 1), (12, 1, 20, 1), (12, 1, 21, 1), (12, 1, 21, 1), (12, 1, 21, 1), (12, 1, 21, 1), (12, 1, 21, 1), (12, 1, 21, 1), (12, 1, 22, 1), (12, 1, 22, 1), (12, 1, 22, 1), (12, 1, 23, 1), (12, 1, 23, 1), (12, 1, 23, 1), (12, 1, 23, 1), (12, 1, 23, 1), (12, 1, 23, 1), (12, 1, 23, 1), (12, 1, 23, 1), (12, 1, 23, 1), (12, 1, 23, 1), (12, 1, 23, 1), (12, 1, 23, 1), (12, 1, 23, 1), (12, 1, 24, 1), (12, 1, 24, 1), (12, 1, 24, 1), (12, 1, 24, 1), (12, 1, 24, 1), (12, 1, 25, 1), (12, 1, 25, 1), (12, 1, 25, 1), (12, 1, 25, 1), (13, 1, 2, 1), (13, 1, 2, 1), (13, 1, 2, 1), (13, 1, 2, 1), (13, 1, 2, 1), (13, 1, 4, 1), (13, 1, 4, 1), (13, 1, 4, 1), (13, 1, 4, 1), (13, 1, 5, 1), (13, 1, 5, 1), (13, 1, 5, 1), (13, 1, 6, 1), (13, 1, 6, 1), (13, 1, 9, 1), (13, 1, 9, 1), (13, 1, 9, 1), (13, 1, 12, 1), (13, 1, 12, 1), (13, 1, 13, 1), (13, 1, 21, 1), (13, 1, 27, 1), (13, 1, 28, 1), (13, 1, 28, 1), (14, 1, 2, 1), (14, 1, 9, 1), (14, 1, 10, 1), (14, 1, 11, 1), (14, 1, 11, 1), (14, 1, 11, 1), (14, 1, 11, 1), (14, 1, 11, 1), (14, 1, 11, 1), (14, 1, 11, 1), (14, 1, 11, 1), (14, 1, 11, 1), (14, 1, 12, 1), (14, 1, 12, 1), (14, 1, 12, 1), (14, 1, 13, 1), (14, 1, 13, 1), (14, 1, 13, 1), (14, 1, 13, 1), (14, 1, 13, 1), (14, 1, 13, 1), (14, 1, 13, 1), (14, 1, 13, 1), (14, 1, 14, 1), (14, 1, 14, 1), (14, 1, 14, 1), (14, 1, 14, 1), (14, 1, 14, 1), (14, 1, 14, 1), (14, 1, 15, 1), (14, 1, 15, 1), (14, 1, 15, 1), (14, 1, 15, 1), (14, 1, 16, 1), (14, 1, 16, 1), (14, 1, 16, 1), (14, 1, 16, 1), (14, 1, 16, 1), (14, 1, 17, 1), (14, 1, 17, 1), (14, 1, 17, 1), (14, 1, 17, 1), (14, 1, 17, 1), (14, 1, 17, 1), (14, 1, 17, 1), (14, 1, 17, 1), (14, 1, 17, 1), (14, 1, 17, 1), (14, 1, 17, 1), (14, 1, 18, 1), (14, 1, 18, 1), (14, 1, 18, 1), (14, 1, 19, 1), (14, 1, 19, 1), (14, 1, 19, 1), (14, 1, 20, 1), (14, 1, 20, 1), (14, 1, 20, 1), (14, 1, 20, 1), (14, 1, 20, 1), (14, 1, 20, 1), (14, 1, 20, 1), (14, 1, 20, 1), (14, 1, 20, 1), (14, 1, 20, 1), (14, 1, 20, 1), (14, 1, 20, 1), (14, 1, 20, 1), (14, 1, 20, 1), (14, 1, 21, 1), (14, 1, 21, 1), (14, 1, 21, 1), (14, 1, 21, 1), (14, 1, 21, 1), (14, 1, 21, 1), (14, 1, 21, 1), (14, 1, 21, 1), (14, 1, 22, 1), (14, 1, 22, 1), (14, 1, 22, 1), (14, 1, 22, 1), (14, 1, 23, 1), (14, 1, 23, 1), (14, 1, 23, 1), (14, 1, 24, 1), (14, 1, 24, 1), (14, 1, 24, 1), (14, 1, 24, 1), (14, 1, 24, 1), (14, 1, 24, 1), (14, 1, 25, 1), (14, 1, 25, 1), (14, 1, 25, 1), (14, 1, 25, 1), (14, 1, 25, 1), (14, 1, 25, 1), (14, 1, 25, 1), (14, 1, 25, 1), (14, 1, 25, 1), (14, 1, 25, 1), (14, 1, 25, 1), (14, 1, 25, 1), (14, 1, 25, 1), (14, 1, 25, 1), (14, 1, 25, 1), (14, 1, 26, 1), (14, 1, 26, 1), (14, 1, 27, 1), (14, 1, 27, 1), (14, 1, 28, 1), (14, 1, 28, 1), (14, 1, 28, 1), (14, 1, 28, 1), (14, 1, 28, 1), (14, 1, 28, 1), (14, 1, 28, 1), (14, 1, 28, 1), (14, 1, 28, 1), (14, 1, 29, 1), (14, 1, 29, 1), (14, 1, 30, 1), (14, 1, 30, 1), (14, 1, 30, 1), (14, 1, 30, 1), (14, 1, 30, 1), (14, 1, 30, 1), (14, 1, 31, 1), (14, 1, 31, 1), (14, 1, 31, 1), (14, 1, 31, 1), (14, 1, 31, 1), (14, 1, 32, 1), (14, 1, 32, 1), (14, 1, 32, 1), (14, 1, 32, 1), (14, 1, 32, 1), (14, 1, 32, 1), (14, 1, 32, 1), (14, 1, 32, 1), (14, 1, 32, 1), (14, 1, 33, 1), (14, 1, 33, 1), (14, 1, 33, 1), (14, 1, 34, 1), (14, 1, 34, 1), (14, 1, 34, 1), (14, 1, 34, 1), (14, 1, 34, 1), (14, 1, 34, 1), (14, 1, 34, 1), (14, 1, 34, 1), (14, 1, 34, 1), (14, 1, 35, 1), (14, 1, 35, 1), (14, 1, 35, 1), (14, 1, 35, 1), (14, 1, 36, 1), (14, 1, 36, 1), (14, 1, 36, 1), (14, 1, 36, 1), (15, 1, 1, 1), (15, 1, 1, 1), (15, 1, 1, 1), (15, 1, 1, 1), (15, 1, 2, 1), (15, 1, 4, 1), (15, 1, 4, 1), (15, 1, 4, 1), (15, 1, 9, 1), (15, 1, 10, 1), (15, 1, 10, 1), (16, 1, 1, 1), (16, 1, 2, 1), (16, 1, 2, 1), (16, 1, 4, 1), (16, 1, 4, 1), (16, 1, 5, 1), (16, 1, 6, 1), (16, 1, 6, 1), (16, 1, 6, 1), (16, 1, 7, 1), (16, 1, 11, 1), (16, 1, 11, 1), (16, 1, 11, 1), (16, 1, 11, 1), (16, 1, 11, 1), (16, 1, 11, 1), (16, 1, 11, 1), (16, 1, 12, 1), (16, 1, 12, 1), (16, 1, 12, 1), (1, 1, 12, 1), (16, 1, 12, 1), (16, 1, 13, 1), (16, 1, 13, 1), (16, 1, 13, 1), (16, 1, 13, 1), (17, 1, 2, 1), (19, 1, 48, 1), (19, 1, 60, 1), (19, 1, 63, 1), (19, 1, 68, 1), (19, 1, 69, 1), (19, 1, 76, 1), (19, 1, 78, 1), (19, 2, 7, 1), (19, 2, 18, 1), (19, 2, 24, 1), (20, 1, 25, 1), (23, 1, 1, 1), (23, 1, 1, 1), (23, 1, 2, 1), (23, 1, 3, 1), (23, 1, 3, 1), (23, 1, 5, 1), (23, 1, 5, 1), (23, 1, 7, 1), (23, 1, 7, 1), (23, 1, 7, 1), (23, 1, 8, 1), (23, 1, 9, 1), (23, 1, 11, 1), (23, 1, 11, 1), (23, 1, 11, 1), (23, 1, 11, 1), (23, 1, 19, 1), (23, 1, 22, 1), (23, 1, 22, 1), (23, 1, 26, 1), (23, 1, 36, 1), (23, 1, 36, 1), (23, 1, 37, 1), (23, 1, 37, 1), (23, 1, 38, 1), (23, 1, 40, 1), (23, 1, 44, 1), (23, 1, 48, 1), (23, 1, 65, 1), (24, 1, 1, 1), (24, 1, 1, 1), (24, 1, 1, 1), (24, 1, 1, 1), (24, 1, 1, 1), (24, 1, 2, 1), (24, 1, 3, 1), (24, 1, 3, 1), (24, 1, 3, 1), (24, 1, 3, 1), (24, 1, 3, 1), (24, 1, 4, 1), (24, 1, 4, 1), (24, 1, 4, 1), (24, 1, 4, 1), (24, 1, 5, 1), (24, 1, 5, 1), (24, 1, 7, 1), (24, 1, 7, 1), (24, 1, 7, 1), (24, 1, 7, 1), (24, 1, 8, 1), (24, 1, 9, 1), (24, 1, 9, 1), (24, 1, 10, 1), (24, 1, 11, 1), (24, 1, 11, 1), (24, 1, 11, 1), (24, 1, 11, 1), (24, 1, 11, 1), (24, 1, 11, 1), (24, 1, 11, 1), (24, 1, 12, 1), (24, 1, 13, 1), (24, 1, 13, 1), (24, 1, 13, 1), (24, 1, 14, 1), (24, 1, 14, 1), (24, 1, 15, 1), (24, 1, 17, 1), (24, 1, 17, 1), (24, 1, 17, 1), (24, 1, 17, 1), (24, 1, 17, 1), (24, 1, 17, 1), (24, 1, 18, 1), (24, 1, 19, 1), (24, 1, 19, 1), (24, 1, 19, 1), (24, 1, 19, 1), (24, 1, 20, 1), (24, 1, 20, 1), (24, 1, 21, 1), (24, 1, 21, 1), (24, 1, 22, 1), (24, 1, 22, 1), (24, 1, 22, 1), (24, 1, 22, 1), (24, 1, 22, 1), (24, 1, 22, 1), (24, 1, 22, 1), (24, 1, 23, 1), (24, 1, 24, 1), (24, 1, 24, 1), (24, 1, 24, 1), (24, 1, 24, 1), (24, 1, 25, 1), (24, 1, 25, 1), (24, 1, 25, 1), (24, 1, 25, 1), (24, 1, 25, 1), (24, 1, 26, 1), (24, 1, 26, 1), (24, 1, 26, 1), (24, 1, 26, 1), (24, 1, 26, 1), (24, 1, 26, 1), (24, 1, 26, 1), (24, 1, 27, 1), (24, 1, 27, 1), (24, 1, 27, 1), (24, 1, 27, 1), (24, 1, 27, 1), (24, 1, 27, 1), (24, 1, 27, 1), (24, 1, 28, 1), (24, 1, 28, 1), (24, 1, 28, 1), (24, 1, 29, 1), (24, 1, 29, 1), (24, 1, 29, 1), (24, 1, 30, 1), (24, 1, 30, 1), (24, 1, 31, 1), (24, 1, 31, 1), (24, 1, 31, 1), (24, 1, 31, 1), (24, 1, 32, 1), (24, 1, 32, 1), (24, 1, 32, 1), (24, 1, 32, 1), (24, 1, 32, 1), (24, 1, 32, 1), (24, 1, 32, 1), (24, 1, 32, 1), (24, 1, 32, 1), (24, 1, 33, 1), (24, 1, 33, 1), (24, 1, 33, 1), (24, 1, 33, 1), (24, 1, 33, 1), (24, 1, 33, 1), (24, 1, 34, 1), (24, 1, 34, 1), (24, 1, 34, 1), (24, 1, 34, 1), (24, 1, 34, 1), (24, 1, 34, 1), (24, 1, 34, 1), (24, 1, 34, 1), (24, 1, 35, 1), (24, 1, 35, 1), (24, 1, 35, 1), (24, 1, 36, 1), (24, 1, 36, 1), (24, 1, 36, 1), (24, 1, 36, 1), (24, 1, 36, 1), (24, 1, 36, 1), (24, 1, 36, 1), (24, 1, 36, 1), (24, 1, 36, 1), (24, 1, 36, 1), (24, 1, 36, 1), (24, 1, 37, 1), (24, 1, 37, 1), (24, 1, 38, 1), (24, 1, 39, 1), (24, 1, 39, 1), (24, 1, 39, 1), (24, 1, 39, 1), (24, 1, 40, 1), (24, 1, 40, 1), (24, 1, 40, 1), (24, 1, 40, 1), (24, 1, 40, 1), (24, 1, 40, 1), (24, 1, 42, 1), (24, 1, 42, 1), (24, 1, 43, 1), (24, 1, 43, 1), (24, 1, 43, 1), (24, 1, 44, 1), (24, 1, 44, 1), (24, 1, 44, 1), (24, 1, 44, 1), (24, 1, 44, 1), (24, 1, 44, 1), (24, 1, 44, 1), (24, 1, 44, 1), (24, 1, 44, 1), (24, 1, 44, 1), (24, 1, 44, 1), (24, 1, 44, 1), (24, 1, 44, 1), (24, 1, 44, 1), (24, 1, 44, 1), (24, 1, 44, 1), (24, 1, 44, 1), (24, 1, 44, 1), (24, 1, 45, 1), (24, 1, 46, 1), (24, 1, 49, 1), (24, 1, 50, 1), (24, 1, 50, 1), (24, 1, 50, 1), (24, 1, 51, 1), (24, 1, 51, 1), (24, 1, 52, 1), (24, 1, 52, 1), (24, 1, 52, 1), (24, 1, 52, 1), (24, 1, 52, 1), (25, 1, 1, 1), (25, 1, 1, 1), (25, 1, 2, 1), (25, 1, 2, 1), (25, 1, 5, 1), (26, 1, 4, 1), (26, 1, 8, 1), (26, 1, 8, 1), (26, 1, 9, 1), (26, 1, 21, 1), (26, 1, 25, 1), (26, 1, 25, 1), (26, 1, 25, 1), (26, 1, 27, 1), (26, 1, 37, 1), (26, 1, 37, 1), (26, 1, 48, 1), (26, 1, 48, 1), (26, 1, 48, 1), (26, 1, 48, 1), (27, 1, 1, 1), (27, 1, 1, 1), (27, 1, 1, 1), (27, 1, 9, 1), (28, 1, 1, 1), (28, 1, 1, 1), (28, 1, 2, 1), (28, 1, 4, 1), (28, 1, 5, 1), (28, 1, 5, 1), (28, 1, 5, 1), (28, 1, 5, 1), (28, 1, 5, 1), (28, 1, 6, 1), (28, 1, 6, 1), (28, 1, 8, 1), (28, 1, 10, 1), (28, 1, 12, 1), (28, 1, 12, 1), (29, 1, 4, 1), (29, 1, 4, 1), (29, 1, 4, 1), (29, 1, 4, 1), (29, 1, 4, 1), (29, 1, 4, 1), (30, 1, 1, 1), (30, 1, 2, 1), (30, 1, 2, 1), (30, 1, 7, 1), (31, 1, 1, 1), (33, 1, 1, 1), (33, 1, 1, 1), (33, 1, 1, 1), (33, 1, 5, 1), (34, 1, 2, 1), (36, 1, 1, 1), (36, 1, 1, 1), (36, 1, 2, 1), (37, 1, 1, 1), (37, 1, 1, 1), (37, 1, 2, 1), (37, 1, 2, 1), (38, 1, 1, 1), (38, 1, 2, 1), (38, 1, 2, 1), (38, 1, 2, 1), (38, 1, 2, 1), (38, 1, 8, 1), (38, 1, 8, 1), (38, 1, 8, 1), (38, 1, 9, 1), (38, 1, 9, 1), (38, 1, 10, 1), (38, 1, 10, 1), (38, 1, 11, 1), (38, 1, 12, 1), (38, 1, 12, 1), (38, 1, 12, 1), (38, 1, 12, 1), (38, 1, 12, 1), (38, 1, 12, 1), (38, 1, 14, 1), (38, 1, 14, 1), (38, 1, 14, 1), (39, 1, 2, 1), (39, 1, 2, 1), (39, 1, 3, 1)]
name, but ref swapped		Q167629	ID_2607ot		Kallai	Kallai		male biblical protagonist (Nehemiah 12:20)	priest; after exile		Nehemiah 12:20	[(16, 1, 12, 1)]
name, but ref swapped		Q167633	ID_2608ot		Kelaiah	Kelaiah		male biblical protagonist (Ezra 10:23)	Levite; married foreign wife; after exile		Ezra 10:23	[(15, 1, 10, 1)]
name, but ref swapped		Q167641	ID_2617ot		Kenaz	Kenaz		male biblical protagonist (Genesis 36:42)	son of Eliphaz, son of Esau		Genesis 36:42	[(1, 1, 36, 1), (1, 1, 36, 1), (13, 1, 1, 1)]
name, but ref swapped		Q167645	ID_2603ot		Keros	Keros		male biblical protagonist (Ezra 2:44)	family head; temple servants; after exile		Ezra 2:44	[(15, 1, 2, 1), (16, 1, 7, 1)]
name, but ref swapped		Q167670	ID_1621ot		Lael	Lael		male biblical protagonist (Numbers 3:24)	father of Eliasaph, chief of Gershonites; tribe of Levi		Numbers 3:24	[(4, 1, 3, 1)]
name, but ref swapped		Q167684	ID_1658ot		Lemuel	Lemuel		male biblical protagonist (Proverbs 31:1)	king		Proverbs 31:1	[(20, 1, 31, 1), (20, 1, 31, 1)]
name, but ref swapped		Q167718	ID_1805ot		Maadai	Maadai		male biblical protagonist (Ezra 10:34)	man; married foreign wife; after exile		Ezra 10:34	[(15, 1, 10, 1)]
name, but ref swapped		Q167745	ID_1812ot		Maaziah	Maaziah		male biblical protagonist (1 Chronicles 24:18)	priest; time of king David		1 Chronicles 24:18	[(13, 1, 24, 1)]
name, but ref swapped		Q167748	ID_1756ot		Machi	Machi		male biblical protagonist (Numbers 13:15)	father of Geuel, spy; tribe of Gad		Numbers 13:15	[(4, 1, 13, 1)]
name, but ref swapped		Q167751	ID_1761ot		Machnadebai	Machnadebai		male biblical protagonist (Ezra 10:40)	man; married foreign wife; after exile		Ezra 10:40	[(15, 1, 10, 1)]
name, but ref swapped		Q167753	ID_1676ot		Magdiel	Magdiel		male biblical protagonist (Genesis 36:43)	chief of Edom		Genesis 36:43	[(1, 1, 36, 1), (13, 1, 1, 1)]
name, but ref swapped		Q167756	ID_1683ot		Magpiash	Magpiash		male biblical protagonist (Nehemiah 10:20)	chief; after exile		Nehemiah 10:20	[(16, 1, 10, 1)]
name, but ref swapped		Q167763	ID_1698ot		Maharai	Maharai		male biblical protagonist (2 Samuel 23:28)	of Netophah; warrior; time of king David		2 Samuel 23:28	[(10, 1, 23, 1), (13, 1, 11, 1), (13, 1, 27, 1)]
name, but ref swapped		Q167802	ID_1789ot		Mamre	Mamre		male biblical protagonist (Genesis 14:13)	man		Genesis 14:13	[(1, 1, 14, 1), (1, 1, 14, 1)]
name, but ref swapped	both names	Q167807	ID_1799ot	Q11766982	Manasseh	Manasseh	Manasseh	male biblical protagonist (Judges 18:30)	son of Joseph; founder of tribe of Israel	husband of Judith (Jud 8:2: “And Manasses was her husband, of her tribe and kindred, who died in the barley harvest.”)	Judges 18:30	[(1, 1, 41, 1), (1, 1, 46, 1), (1, 1, 48, 1), (1, 1, 48, 1), (1, 1, 48, 1), (1, 1, 48, 1), (1, 1, 48, 1), (1, 1, 48, 1), (1, 1, 50, 1), (4, 1, 1, 1), (4, 1, 1, 1), (4, 1, 1, 1), (4, 1, 2, 1), (4, 1, 7, 1), (4, 1, 10, 1), (4, 1, 13, 1), (4, 1, 26, 1), (4, 1, 26, 1), (4, 1, 26, 1), (4, 1, 27, 1), (4, 1, 32, 1), (4, 1, 32, 1), (4, 1, 32, 1), (4, 1, 32, 1), (4, 1, 34, 1), (4, 1, 34, 1), (4, 1, 36, 1), (4, 1, 36, 1), (5, 1, 3, 1), (5, 1, 3, 1), (5, 1, 33, 1), (5, 1, 34, 1), (6, 1, 1, 1), (6, 1, 4, 1), (6, 1, 12, 1), (6, 1, 13, 1), (6, 1, 13, 1), (6, 1, 13, 1), (6, 1, 14, 1), (6, 1, 16, 1), (6, 1, 16, 1), (6, 1, 17, 1), (6, 1, 17, 1), (6, 1, 17, 1), (6, 1, 17, 1), (6, 1, 17, 1), (6, 1, 17, 1), (6, 1, 17, 1), (6, 1, 17, 1), (6, 1, 17, 1), (6, 1, 17, 1), (6, 1, 17, 1), (6, 1, 17, 1), (6, 1, 18, 1), (6, 1, 20, 1), (6, 1, 21, 1), (6, 1, 21, 1), (6, 1, 21, 1), (6, 1, 21, 1), (6, 1, 22, 1), (6, 1, 22, 1), (6, 1, 22, 1), (6, 1, 22, 1), (6, 1, 22, 1), (6, 1, 22, 1), (6, 1, 22, 1), (6, 1, 22, 1), (6, 1, 22, 1), (6, 1, 22, 1), (7, 1, 1, 1), (7, 1, 6, 1), (7, 1, 6, 1), (7, 1, 7, 1), (7, 1, 11, 1), (7, 1, 12, 1), (7, 1, 18, 1), (11, 1, 4, 1), (13, 1, 5, 1), (13, 1, 5, 1), (13, 1, 5, 1), (13, 1, 6, 1), (13, 1, 6, 1), (13, 1, 6, 1), (13, 1, 6, 1), (13, 1, 7, 1), (13, 1, 7, 1), (13, 1, 7, 1), (13, 1, 9, 1), (13, 1, 12, 1), (13, 1, 12, 1), (13, 1, 12, 1), (13, 1, 12, 1), (13, 1, 27, 1), (13, 1, 27, 1), (14, 1, 15, 1), (14, 1, 30, 1), (14, 1, 30, 1), (14, 1, 30, 1), (14, 1, 30, 1), (14, 1, 31, 1), (14, 1, 34, 1), (14, 1, 34, 1), (19, 1, 60, 1), (19, 1, 80, 1), (19, 2, 18, 1), (23, 1, 9, 1), (26, 1, 48, 1), (26, 1, 48, 1)]
name, but ref swapped	both names	Q167814	ID_1790ot	Q221514	Manoah	Manoah	Manoah	male biblical protagonist (Judges 13:2)	father of juge Samson	biblical character	Judges 13:2	[(7, 1, 13, 1), (7, 1, 13, 1), (7, 1, 13, 1), (7, 1, 13, 1), (7, 1, 13, 1), (7, 1, 13, 1), (7, 1, 13, 1), (7, 1, 13, 1), (7, 1, 13, 1), (7, 1, 13, 1), (7, 1, 13, 1), (7, 1, 13, 1), (7, 1, 13, 1), (7, 1, 16, 1)]
name, but ref swapped		Q167833	ID_1900ot		Mattan	Mattan		male biblical protagonist (2 Kings 11:18)	priest of Baal; time of king Jehoash		2 Kings 11:18	[(12, 1, 11, 1), (14, 1, 23, 1)]
name, but ref swapped		Q167850	ID_1902ot		Mattenai	Mattenai		male biblical protagonist (Ezra 10:33)	men; married foreign wives; after exile		Ezra 10:33	[(15, 1, 10, 1), (15, 1, 10, 1)]
name, but ref swapped		Q167867	ID_1721ot		Mehida	Mehida		male biblical protagonist (Ezra 2:52)	family head; temple servants; after exile		Ezra 2:52	[(15, 1, 2, 1), (16, 1, 7, 1)]
name, but ref swapped		Q167872	ID_1772ot		Melatiah	Melatiah		male biblical protagonist (Nehemiah 3:7)	man from Gibeon; after exile		Nehemiah 3:7	[(16, 1, 3, 1)]
name, but ref swapped		Q167890	ID_1857ot		Meraiah	Meraiah		male biblical protagonist (Nehemiah 12:12)	family head; priests; after exile		Nehemiah 12:12	[(16, 1, 12, 1)]
name, but ref swapped		Q167908	ID_1888ot		Meshelemiah	Meshelemiah		male biblical protagonist (1 Chronicles 9:21)	father of Zechariah, gatekeeper; time of king David		1 Chronicles 9:21	[(13, 1, 9, 1)]
name, but ref swapped		Q167913	ID_1887ot		Meshillemoth	Meshillemoth		male biblical protagonist (2 Chronicles 28:12)	father of Berechijah, chief; tribe of Ephraim		2 Chronicles 28:12	[(14, 1, 28, 1)]
name, but ref swapped		Q167916	ID_1886ot		Meshullam	Meshullam		male biblical protagonist (2 Kings 22:3)	grandfather of Shaphan, secretary; time of Josiah		2 Kings 22:3	[(12, 1, 22, 1)]
name, but ref swapped		Q167941	ID_1735ot		Mezahab	Mezahab		male biblical protagonist (Genesis 36:39)	father (or mother) de Matred		Genesis 36:39	[(1, 1, 36, 1), (13, 1, 1, 1)]
